VendorID,lpep_pickup_datetime,Lpep_dropoff_datetime,Store_and_fwd_flag,RateCodeID,Pickup_longitude,Pickup_latitude,Dropoff_longitude,Dropoff_latitude,Passenger_count,Trip_distance,Fare_amount,Extra,MTA_tax,Tip_amount,Tolls_amount,Ehail_fee,improvement_surcharge,Total_amount,Payment_type,Trip_type 
2,5/1/2015 0:02,5/1/2015 0:11,N,1,-73.98672485,40.68772888,-73.95545959,40.67767334,5,1.88,8.5,0.5,0.5,1.96,0,,0.3,11.76,1,1
2,5/1/2015 0:03,5/1/2015 0:16,N,1,-73.94142151,40.81435013,-73.85675812,40.84023666,1,6.65,20,0.5,0.5,0,0,,0.3,21.3,2,1
2,5/1/2015 0:03,5/1/2015 0:16,N,1,-73.95814514,40.72170639,-73.98957825,40.69338989,1,3.99,14.5,0.5,0.5,0,0,,0.3,15.8,2,1
2,5/1/2015 0:02,5/1/2015 0:20,N,1,-73.95681763,40.71875381,-73.93224335,40.67337418,1,4.1,15.5,0.5,0.5,0,0,,0.3,16.8,2,1
2,5/1/2015 0:02,5/1/2015 0:20,N,1,-73.99368286,40.68200302,-73.88819122,40.75059891,1,8.58,25.5,0.5,0.5,5.36,0,,0.3,32.16,1,1
2,5/1/2015 0:03,5/1/2015 0:33,N,1,-73.96134186,40.80653381,-73.98308563,40.73048019,1,7.21,26,0.5,0.5,1.5,0,,0.3,28.8,1,1
1,5/1/2015 0:02,5/1/2015 0:16,Y,1,-73.95159149,40.71408081,-73.98787689,40.7238884,1,2.5,12,0.5,0.5,0,0,,0.3,13.3,2,1
1,5/1/2015 0:03,5/1/2015 0:23,N,1,-73.95848846,40.73493576,-73.91399384,40.68714523,1,4.6,17.5,0.5,0.5,0,0,,0.3,18.8,2,1
1,5/1/2015 0:03,5/1/2015 0:10,N,1,-73.95801544,40.72183228,-73.94734955,40.71566391,1,1.3,6.5,0.5,0.5,1.55,0,,0.3,9.35,1,1
1,5/1/2015 0:02,5/1/2015 0:30,N,1,-74.01451874,40.67660141,-73.92643738,40.7029686,1,6.4,23.5,0.5,0.5,4.95,0,,0.3,29.75,1,1
1,5/1/2015 0:02,5/1/2015 0:23,N,1,-73.99060822,40.6866684,-73.92366028,40.76118851,1,9.4,28,0.5,0.5,5.85,0,,0.3,35.15,1,1
2,5/1/2015 0:04,5/1/2015 0:07,N,1,-73.88317871,40.74771118,-73.87431335,40.74745178,1,0.42,4,0.5,0.5,0,0,,0.3,5.3,2,1
2,5/1/2015 0:05,5/1/2015 0:08,N,1,-73.92619324,40.69805908,-73.93613434,40.69750595,3,0.49,4,0.5,0.5,0,0,,0.3,5.3,2,1
2,5/1/2015 0:04,5/1/2015 0:08,N,1,-73.9553299,40.73639679,-73.95167542,40.72545242,1,0.81,5,0.5,0.5,1.89,0,,0.3,8.19,1,1
2,5/1/2015 0:04,5/1/2015 0:10,N,1,-73.94219971,40.79884338,-73.93630219,40.81564331,3,1.44,7,0.5,0.5,1.6,0,,0.3,9.9,1,1
2,5/1/2015 0:06,5/1/2015 0:09,N,1,-73.94527435,40.80797577,-73.94085693,40.80845642,1,0.49,4,0.5,0.5,0,0,,0.3,5.3,2,1
2,5/1/2015 0:05,5/1/2015 0:10,N,1,-73.92203522,40.81884384,-73.92463684,40.82804108,1,0.87,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,5/1/2015 0:01,5/1/2015 0:05,N,1,-73.94657135,40.65114594,-73.94820404,40.66431046,1,1.21,6,0.5,0.5,0,0,,0.3,7.3,1,1
2,5/1/2015 0:01,5/1/2015 0:04,N,1,-73.84421539,40.72136688,-73.85344696,40.72564316,1,0.8,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,5/1/2015 0:01,5/1/2015 0:13,N,1,-73.9787674,40.68388367,-73.95384216,40.65391159,1,2.8,11.5,0.5,0.5,1,0,,0.3,13.8,1,1
2,5/1/2015 0:01,5/1/2015 0:20,N,1,-73.96365356,40.67728806,-73.95819855,40.71049118,1,4.18,15,0.5,0.5,3.26,0,,0.3,19.56,1,1
1,5/1/2015 0:01,5/1/2015 0:07,N,1,-73.83005524,40.71374512,-73.83404541,40.70062256,2,1.3,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
1,5/1/2015 0:01,5/1/2015 0:05,N,1,-73.98818207,40.69605255,-73.97328949,40.69587708,1,0.8,5.5,0.5,0.5,1.4,0,,0.3,8.2,1,1
1,5/1/2015 0:01,5/1/2015 0:04,N,1,-73.93721771,40.60111237,-73.92973328,40.61052322,1,1,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,5/1/2015 0:01,5/1/2015 0:04,N,1,-73.90824127,40.77441025,-73.91161346,40.76809692,1,0.53,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,5/1/2015 0:01,5/1/2015 0:09,N,1,-73.95393372,40.72943878,-73.9566803,40.72177887,2,1.11,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,5/1/2015 0:02,5/1/2015 0:09,N,1,-73.91360474,40.75360107,-73.88154602,40.76047516,1,2.05,8.5,0.5,0.5,0,0,,0.3,9.8,1,1
2,5/1/2015 0:02,5/1/2015 0:16,N,1,-73.9561615,40.71382141,-73.98010254,40.67866898,1,4.1,15.5,0.5,0.5,3.36,0,,0.3,20.16,1,1
2,5/1/2015 0:01,5/1/2015 0:16,N,1,-73.96763611,40.71084213,-73.97510529,40.68469238,5,3.62,13.5,0.5,0.5,2.96,0,,0.3,17.76,1,1
2,5/1/2015 0:01,5/1/2015 0:20,N,1,-73.95968628,40.71798325,-73.91791534,40.69885635,1,3.39,14.5,0.5,0.5,3.95,0,,0.3,19.75,1,1
2,5/1/2015 0:02,5/1/2015 0:22,N,1,-73.87094879,40.72822571,-73.88868713,40.74714661,1,2.08,14,0.5,0.5,0,0,,0.3,15.3,2,1
1,5/1/2015 0:01,5/1/2015 0:05,N,1,-73.95489502,40.80511856,-73.95768738,40.80387878,1,0.4,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,5/1/2015 0:02,5/1/2015 0:05,N,1,-73.89053345,40.74688721,-73.88741302,40.75095367,1,0.45,4,0.5,0.5,1.06,0,,0.3,6.36,1,1
2,5/1/2015 0:03,5/1/2015 0:05,N,1,-73.95285034,40.78900909,-73.9440155,40.79799652,1,0.88,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,5/1/2015 0:03,5/1/2015 0:06,N,1,-73.9156189,40.76429367,-73.90776062,40.76598358,1,0.68,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,5/1/2015 0:03,5/1/2015 0:06,N,1,-73.95147705,40.69006348,-73.9436264,40.69226074,5,0.61,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,5/1/2015 0:02,5/1/2015 0:11,N,1,-73.98654938,40.6623497,-73.96856689,40.64808273,3,2.44,10,0.5,0.5,2.26,0,,0.3,13.56,1,1
2,5/1/2015 0:02,5/1/2015 0:10,N,1,-73.93719482,40.82089233,-73.94516754,40.83349991,1,1.57,7.5,0.5,0.5,0,0,,0.3,8.8,2,1
2,5/1/2015 0:02,5/1/2015 0:13,N,1,-73.80748749,40.70011139,-73.77693176,40.71437073,1,2.24,10,0.5,0.5,0,0,,0.3,11.3,1,1
2,5/1/2015 0:03,5/1/2015 0:12,N,1,-73.95751953,40.67215347,-73.90790558,40.67759705,1,2.94,10.5,0.5,0.5,0,0,,0.3,11.8,2,1
2,5/1/2015 0:03,5/1/2015 0:13,N,1,-73.95700836,40.71445847,-73.94528961,40.69023132,1,2.14,9,0.5,0.5,5,0,,0.3,15.3,1,1
2,5/1/2015 0:03,5/1/2015 0:15,N,1,-73.83008575,40.714077,-73.73406219,40.72238541,5,6.53,19,0.5,0.5,2,0,,0.3,22.3,1,1
2,5/1/2015 0:02,5/1/2015 0:15,N,1,-73.89079285,40.74702072,-73.85114288,40.74295044,1,2.57,11.5,0.5,0.5,0,0,,0.3,12.8,2,1
2,5/1/2015 0:02,5/1/2015 0:28,N,1,-73.93888855,40.82403946,-73.96503448,40.6867981,1,13.78,39,0.5,0.5,9.17,5.54,,0.3,55.01,1,1
2,5/1/2015 0:03,5/1/2015 0:42,N,1,-73.95907593,40.67757034,-73.7800293,40.6779213,1,12.28,38,0.5,0.5,0,0,,0.3,39.3,1,1
1,5/1/2015 0:03,5/1/2015 0:08,N,1,-73.9539032,40.68321991,-73.97737122,40.68975449,1,1.7,7,0.5,0.5,2.05,0,,0.3,10.35,1,1
1,5/1/2015 0:02,5/1/2015 0:17,N,1,-73.95674896,40.71886826,-73.98371124,40.7237587,1,2.8,13,0.5,0.5,0,0,,0.3,14.3,2,1
1,5/1/2015 0:03,5/1/2015 0:09,N,1,-73.9818573,40.57685852,-74.00045013,40.57300949,1,1.5,7,0.5,0.5,0,0,,0.3,8.3,2,1
2,5/1/2015 0:03,5/1/2015 0:08,N,1,-73.91846466,40.74292374,-73.90558624,40.73785019,1,0.92,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,5/1/2015 0:03,5/1/2015 0:10,N,1,-73.97693634,40.687397,-73.98389435,40.68076324,1,0.9,6,0.5,0.5,0,0,,0.3,7.3,2,1
2,5/1/2015 0:05,5/1/2015 0:10,N,1,-73.9668808,40.6832428,-73.94419861,40.67755127,1,1.39,6.5,0.5,0.5,1.56,0,,0.3,9.36,1,1
2,5/1/2015 0:05,5/1/2015 23:51,N,1,-73.94837952,40.80369186,-73.93930817,40.81844711,1,1.22,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,5/1/2015 0:03,5/1/2015 0:11,N,1,-73.9151001,40.76407623,-73.91343689,40.74562836,1,1.64,7,0.5,0.5,0,0,,0.3,8.3,2,1
2,5/1/2015 0:06,5/1/2015 0:12,N,1,-73.94556427,40.75087738,-73.9349823,40.76693726,1,1.68,7.5,0.5,0.5,1.76,0,,0.3,10.56,1,1
2,5/1/2015 0:05,5/1/2015 0:11,N,1,-73.99472046,40.68492126,-73.99663544,40.6978035,1,1.44,7,0.5,0.5,2.08,0,,0.3,10.38,1,1
2,5/1/2015 0:05,5/1/2015 0:12,N,1,-73.91918182,40.74305725,-73.89683533,40.74428177,1,1.3,7,0.5,0.5,0,0,,0.3,8.3,2,1
2,5/1/2015 0:03,5/1/2015 0:12,N,1,-73.89076233,40.74649811,-73.86873627,40.76585388,1,3.26,11.5,0.5,0.5,0,0,,0.3,12.8,1,1
2,5/1/2015 0:05,5/1/2015 0:12,N,1,-73.94121552,40.83073425,-73.9234314,40.86701584,1,3.37,11.5,0.5,0.5,1.5,0,,0.3,14.3,1,1
2,5/1/2015 0:05,5/1/2015 0:13,N,1,-73.95166016,40.71395493,-73.94230652,40.68992615,1,1.91,8.5,0.5,0.5,0,0,,0.3,9.8,2,1
2,5/1/2015 0:06,5/1/2015 0:14,N,1,-73.96281433,40.67320251,-73.95785522,40.68691635,1,1.5,8,0.5,0.5,1.86,0,,0.3,11.16,1,1
2,5/1/2015 0:06,5/1/2015 0:14,N,1,-73.80735016,40.70034027,-73.79729462,40.71115875,1,1.69,8,0.5,0.5,0,0,,0.3,9.3,1,1
2,5/1/2015 0:05,5/1/2015 0:14,N,1,-73.83039856,40.75955963,-73.82698822,40.74613953,2,1.7,8.5,0.5,0.5,0,0,,0.3,9.8,2,1
2,5/1/2015 0:04,5/1/2015 0:14,N,1,-73.96375275,40.71050644,-73.96095276,40.69410324,1,1.52,8.5,0.5,0.5,0,0,,0.3,9.8,2,1
2,5/1/2015 0:05,5/1/2015 0:16,N,1,-73.99247742,40.68975067,-74.02655792,40.63847733,1,5.68,17,0.5,0.5,0,0,,0.3,18.3,2,1
2,5/1/2015 0:04,5/1/2015 0:17,N,1,-73.9822464,40.67853165,-73.93546295,40.68357086,1,3.01,12.5,0.5,0.5,0,0,,0.3,13.8,2,1
2,5/1/2015 0:05,5/1/2015 0:19,N,1,-73.95448303,40.72256851,-73.97662354,40.72326279,1,3.59,13.5,0.5,0.5,2.96,0,,0.3,17.76,1,1
2,5/1/2015 0:04,5/1/2015 0:20,N,1,-73.96796417,40.6800499,-73.95743561,40.73134613,1,4.76,16,0.5,0.5,4.32,0,,0.3,21.62,1,1
2,5/1/2015 0:04,5/1/2015 0:20,N,1,-73.95769501,40.72207642,-73.98493195,40.68866348,1,4.13,15,0.5,0.5,3.26,0,,0.3,19.56,1,1
2,5/1/2015 0:05,5/1/2015 0:21,N,1,-73.99131012,40.66332245,-73.95167542,40.68982697,1,3.42,14,0.5,0.5,0,0,,0.3,15.3,1,1
2,5/1/2015 0:06,5/1/2015 0:25,N,1,-73.94454956,40.71450806,-73.92558289,40.76790619,1,7.43,23,0.5,0.5,7.29,0,,0.3,31.59,1,1
2,5/1/2015 0:06,5/1/2015 0:27,N,1,-73.95171356,40.79914474,-73.84771729,40.90227127,1,10.62,31,0.5,0.5,0,0,,0.3,32.3,1,1
2,5/1/2015 0:06,5/1/2015 0:28,N,1,-73.94316101,40.70628738,-73.91535187,40.74555206,1,5.04,19,0.5,0.5,0,0,,0.3,20.3,2,1
2,5/1/2015 0:05,5/1/2015 0:47,N,1,-73.844841,40.75826645,-74.00749969,40.70652771,1,16.3,49.5,0.5,0.5,14.08,5.54,,0.3,70.42,1,1
2,5/1/2015 0:05,5/1/2015 1:02,N,1,-73.93737793,40.7579689,0,0,1,0,2.5,0.5,0.5,0,0,,0.3,3.8,2,1
1,5/1/2015 0:06,5/1/2015 0:14,N,1,-73.92776489,40.69790268,-73.89579773,40.7025032,1,1.9,8.5,0.5,0.5,0,0,,0.3,9.8,2,1
1,5/1/2015 0:06,5/1/2015 0:12,N,1,-73.96659851,40.69333267,-73.94828033,40.68723297,1,1.4,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
1,5/1/2015 0:05,5/1/2015 0:27,N,1,-73.92710114,40.81860733,-73.847435,40.85739899,1,6.2,21,0.5,0.5,4.45,0,,0.3,26.75,1,1
1,5/1/2015 0:04,5/1/2015 0:10,N,1,-73.82995605,40.71366501,-73.82958984,40.70373917,1,1,6,0.5,0.5,0,0,,0.3,7.3,2,1
1,5/1/2015 0:04,5/1/2015 0:13,N,1,-73.95668793,40.71308136,-73.95531464,40.7360611,1,2.1,9.5,0.5,0.5,2.15,0,,0.3,12.95,1,1
1,5/1/2015 0:03,5/1/2015 0:23,N,1,-73.95676422,40.71673965,-73.98781586,40.73247528,1,3.3,16,0.5,0.5,0,0,,0.3,17.3,2,1
2,5/1/2015 0:06,5/1/2015 0:10,N,1,-73.88049316,40.74811935,-73.88951874,40.74712372,1,0.37,4,0.5,0.5,0,0,,0.3,5.3,2,1
2,5/1/2015 0:08,5/1/2015 0:11,N,1,-73.95785522,40.67103577,-73.9528656,40.67440414,1,0.52,4.5,0.5,0.5,1.74,0,,0.3,7.54,1,1
2,5/1/2015 0:07,5/1/2015 0:12,N,1,-73.95576477,40.71962738,-73.94045258,40.72431946,1,1.09,5.5,0.5,0.5,1,0,,0.3,7.8,1,1
2,5/1/2015 0:10,5/1/2015 0:12,N,1,-73.92327118,40.7610054,-73.91862488,40.76764297,5,0.5,4,0.5,0.5,0,0,,0.3,5.3,2,1
2,5/1/2015 0:10,5/1/2015 0:13,N,1,-73.93780518,40.82843399,-73.93695068,40.81005859,1,1.65,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,5/1/2015 0:07,5/1/2015 0:13,N,1,-73.98918152,40.66994095,-74.00408173,40.65478134,1,1.32,7,0.5,0.5,1.66,0,,0.3,9.96,1,1
2,5/1/2015 0:09,5/1/2015 0:13,N,1,-73.93880463,40.80530167,-73.94793701,40.80963135,1,0.41,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,5/1/2015 0:09,5/1/2015 0:14,N,1,-73.98034668,40.68862534,-73.95868683,40.68839645,1,1.37,6.5,0.5,0.5,1.95,0,,0.3,9.75,1,1
2,5/1/2015 0:11,5/1/2015 0:14,N,1,-73.88322449,40.74669647,-73.87426758,40.74401093,1,0.49,4,0.5,0.5,0,0,,0.3,5.3,2,1
2,5/1/2015 0:09,5/1/2015 0:14,N,1,-73.88427734,40.74752808,-73.88541412,40.75374222,1,0.59,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,5/1/2015 0:09,5/1/2015 0:15,N,1,-73.95372009,40.790802,-73.96707153,40.80015182,6,1.52,7,0.5,0.5,0,0,,0.3,8.3,2,1
2,5/1/2015 0:01,5/1/2015 0:18,N,1,-73.96609497,40.80475235,-73.9312439,40.8548584,1,4.39,16.5,0.5,0.5,0,0,,0.3,17.8,2,1
2,5/1/2015 0:01,5/1/2015 0:03,N,1,-73.91698456,40.76137543,-73.91040039,40.7617569,2,0.48,4,0.5,0.5,0,0,,0.3,5.3,1,1
2,5/1/2015 0:01,5/1/2015 0:01,N,1,-73.96229553,40.8104744,-73.95953369,40.76347351,1,4.36,16.5,0.5,0.5,3.56,0,,0.3,21.36,1,1
2,5/1/2015 0:01,5/1/2015 0:04,N,1,-73.91802979,40.77030182,-73.92969513,40.77396011,2,0.67,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
